09:27:53.260 [main] INFO  GenCommands - 1000 6:2:3
11:26:33.938 [commands] INFO  GenCommands - 1 9:1:2
11:26:33.940 [commands] INFO  GenCommands - 1 7:5:6
11:26:33.942 [commands] INFO  GenCommands - 1 7:10:2
11:26:33.944 [commands] INFO  GenCommands - 1 8:10:5
11:26:33.946 [commands] INFO  GenCommands - 1 6:10:3
11:26:33.948 [commands] INFO  GenCommands - 1 5:10:2
11:26:33.950 [commands] INFO  GenCommands - 1 8:4:6
11:26:33.952 [commands] INFO  GenCommands - 1 8:3:4
11:26:33.954 [commands] INFO  GenCommands - 1 2:7:4
11:26:33.956 [commands] INFO  GenCommands - 1 5:6:4
11:26:33.958 [commands] INFO  GenCommands - 1 5:10:1
11:26:33.960 [commands] INFO  GenCommands - 1 7:3:6
11:26:33.962 [commands] INFO  GenCommands - 1 9:7:1
11:26:33.965 [commands] INFO  GenCommands - 1 1:6:6
11:26:33.968 [commands] INFO  GenCommands - 1 2:4:7
11:26:33.970 [commands] INFO  GenCommands - 1 8:10:2
11:26:33.972 [commands] INFO  GenCommands - 1 9:10:8
11:26:33.974 [commands] INFO  GenCommands - 1 4:5:4
11:26:33.978 [commands] INFO  GenCommands - 1 5:9:2
11:26:33.980 [commands] INFO  GenCommands - 1 1:5:1
11:26:33.983 [commands] INFO  GenCommands - 1 8:7:3
11:26:33.985 [commands] INFO  GenCommands - 1 3:10:6
11:26:33.986 [commands] INFO  GenCommands - 1 6:10:6
11:26:33.988 [commands] INFO  GenCommands - 1 10:1:3
11:26:33.992 [commands] INFO  GenCommands - 1 7:2:8
11:26:33.995 [commands] INFO  GenCommands - 1 8:10:7
11:26:33.998 [commands] INFO  GenCommands - 1 4:10:2
11:26:33.999 [commands] INFO  GenCommands - 1 2:3:4
11:26:34.001 [commands] INFO  GenCommands - 1 6:3:5
11:26:34.004 [commands] INFO  GenCommands - 1 4:6:2
11:26:34.007 [commands] INFO  GenCommands - 1 8:2:1
11:26:34.009 [commands] INFO  GenCommands - 1 4:1:4
11:26:34.011 [commands] INFO  GenCommands - 1 6:1:5
11:26:34.013 [commands] INFO  GenCommands - 1 2:3:3
11:26:34.015 [commands] INFO  GenCommands - 1 10:3:4
11:26:34.017 [commands] INFO  GenCommands - 1 7:1:2
11:26:34.019 [commands] INFO  GenCommands - 1 7:10:2
11:26:34.021 [commands] INFO  GenCommands - 1 4:10:8
11:26:34.023 [commands] INFO  GenCommands - 1 6:8:7
11:26:34.025 [commands] INFO  GenCommands - 1 2:5:2
11:26:34.027 [commands] INFO  GenCommands - 1 5:8:4
11:26:34.029 [commands] INFO  GenCommands - 1 3:1:1
11:26:34.032 [commands] INFO  GenCommands - 1 3:10:7
11:26:34.034 [commands] INFO  GenCommands - 1 5:10:4
11:26:34.036 [commands] INFO  GenCommands - 1 4:8:2
11:26:34.039 [commands] INFO  GenCommands - 1 6:9:2
11:26:34.041 [commands] INFO  GenCommands - 1 6:1:1
11:26:34.044 [commands] INFO  GenCommands - 1 3:2:5
11:26:34.047 [commands] INFO  GenCommands - 1 1:10:6
11:26:34.049 [commands] INFO  GenCommands - 1 7:2:4
11:26:34.051 [commands] INFO  GenCommands - 1 10:1:6
11:26:34.053 [commands] INFO  GenCommands - 1 7:6:5
11:26:34.055 [commands] INFO  GenCommands - 1 10:2:3
11:26:34.057 [commands] INFO  GenCommands - 1 8:1:8
11:26:34.059 [commands] INFO  GenCommands - 1 6:7:4
11:26:34.061 [commands] INFO  GenCommands - 1 9:5:7
11:26:34.064 [commands] INFO  GenCommands - 1 8:4:1
11:26:34.067 [commands] INFO  GenCommands - 1 1:8:3
11:26:34.070 [commands] INFO  GenCommands - 1 3:8:7
11:26:34.073 [commands] INFO  GenCommands - 1 8:4:2
11:26:34.075 [commands] INFO  GenCommands - 1 7:9:8
11:26:34.078 [commands] INFO  GenCommands - 1 3:9:6
11:26:34.082 [commands] INFO  GenCommands - 1 3:9:5
11:26:34.084 [commands] INFO  GenCommands - 1 8:4:6
11:26:34.086 [commands] INFO  GenCommands - 1 4:5:3
11:26:34.088 [commands] INFO  GenCommands - 1 3:5:3
11:26:34.090 [commands] INFO  GenCommands - 1 8:2:3
11:26:34.092 [commands] INFO  GenCommands - 1 3:10:5
11:26:34.094 [commands] INFO  GenCommands - 1 1:2:5
11:26:34.096 [commands] INFO  GenCommands - 1 7:6:3
11:26:34.098 [commands] INFO  GenCommands - 1 5:8:4
11:26:34.102 [commands] INFO  GenCommands - 1 5:9:6
11:26:34.104 [commands] INFO  GenCommands - 1 2:7:7
11:26:34.106 [commands] INFO  GenCommands - 1 4:6:7
11:26:34.108 [commands] INFO  GenCommands - 1 9:3:7
11:26:34.110 [commands] INFO  GenCommands - 1 2:7:7
11:26:34.113 [commands] INFO  GenCommands - 1 2:1:2
11:26:34.116 [commands] INFO  GenCommands - 1 9:7:8
11:26:34.118 [commands] INFO  GenCommands - 1 3:6:5
11:26:34.120 [commands] INFO  GenCommands - 1 5:1:2
11:26:34.122 [commands] INFO  GenCommands - 1 1:10:3
11:26:34.125 [commands] INFO  GenCommands - 1 6:2:5
11:26:34.128 [commands] INFO  GenCommands - 1 2:5:8
11:26:34.130 [commands] INFO  GenCommands - 1 2:1:5
11:26:34.133 [commands] INFO  GenCommands - 1 4:6:1
11:26:34.136 [commands] INFO  GenCommands - 1 1:6:5
11:26:34.138 [commands] INFO  GenCommands - 1 9:1:6
11:26:34.140 [commands] INFO  GenCommands - 1 2:3:3
11:26:34.142 [commands] INFO  GenCommands - 1 9:8:3
11:26:34.145 [commands] INFO  GenCommands - 1 2:3:7
11:26:34.146 [commands] INFO  GenCommands - 1 6:1:1
11:26:34.148 [commands] INFO  GenCommands - 1 6:1:2
11:26:34.150 [commands] INFO  GenCommands - 1 9:10:8
11:26:34.152 [commands] INFO  GenCommands - 1 7:1:2
11:26:34.154 [commands] INFO  GenCommands - 1 10:9:5
11:26:34.156 [commands] INFO  GenCommands - 1 3:2:7
11:26:34.159 [commands] INFO  GenCommands - 1 10:1:5
11:26:34.162 [commands] INFO  GenCommands - 1 7:2:7
11:26:34.165 [commands] INFO  GenCommands - 1 1:5:1
11:26:34.168 [commands] INFO  GenCommands - 1 10:5:4
11:26:34.172 [commands] INFO  GenCommands - 1 6:10:8
11:26:34.175 [commands] INFO  GenCommands - 1 2:5:7
11:26:34.178 [commands] INFO  GenCommands - 1 2:1:4
11:26:34.180 [commands] INFO  GenCommands - 1 7:8:7
11:26:34.182 [commands] INFO  GenCommands - 1 7:10:3
11:26:34.185 [commands] INFO  GenCommands - 1 3:7:7
11:26:34.188 [commands] INFO  GenCommands - 1 4:10:7
11:26:34.190 [commands] INFO  GenCommands - 1 4:2:3
11:26:34.192 [commands] INFO  GenCommands - 1 8:6:3
11:26:34.194 [commands] INFO  GenCommands - 1 4:8:3
11:26:34.196 [commands] INFO  GenCommands - 1 5:4:1
11:26:34.198 [commands] INFO  GenCommands - 1 9:1:3
11:26:34.199 [commands] INFO  GenCommands - 1 1:7:7
11:26:34.201 [commands] INFO  GenCommands - 1 10:9:3
11:26:34.204 [commands] INFO  GenCommands - 1 8:10:4
11:26:34.207 [commands] INFO  GenCommands - 1 3:4:6
11:26:34.209 [commands] INFO  GenCommands - 1 10:8:2
11:26:34.211 [commands] INFO  GenCommands - 1 1:9:8
11:26:34.214 [commands] INFO  GenCommands - 1 10:1:3
11:26:34.216 [commands] INFO  GenCommands - 1 2:8:5
11:26:34.219 [commands] INFO  GenCommands - 1 6:5:5
11:26:34.221 [commands] INFO  GenCommands - 1 3:7:2
11:26:34.223 [commands] INFO  GenCommands - 1 5:1:8
11:26:34.225 [commands] INFO  GenCommands - 1 9:2:7
11:26:34.227 [commands] INFO  GenCommands - 1 8:1:1
11:26:34.229 [commands] INFO  GenCommands - 1 6:9:4
11:26:34.231 [commands] INFO  GenCommands - 1 2:3:6
11:26:34.234 [commands] INFO  GenCommands - 1 5:9:2
11:26:34.236 [commands] INFO  GenCommands - 1 9:6:2
11:26:34.239 [commands] INFO  GenCommands - 1 10:6:4
11:26:34.241 [commands] INFO  GenCommands - 1 5:6:8
11:26:34.243 [commands] INFO  GenCommands - 1 7:9:7
11:26:34.246 [commands] INFO  GenCommands - 1 6:7:8
11:26:34.248 [commands] INFO  GenCommands - 1 9:1:1
11:26:34.251 [commands] INFO  GenCommands - 1 7:9:2
11:26:34.253 [commands] INFO  GenCommands - 1 2:3:7
11:26:34.255 [commands] INFO  GenCommands - 1 1:2:8
11:26:34.257 [commands] INFO  GenCommands - 1 8:6:6
11:26:34.259 [commands] INFO  GenCommands - 1 2:5:8
11:26:34.261 [commands] INFO  GenCommands - 1 7:8:1
11:26:34.266 [commands] INFO  GenCommands - 1 10:8:5
11:26:34.268 [commands] INFO  GenCommands - 1 5:6:4
11:26:34.270 [commands] INFO  GenCommands - 1 10:2:7
11:26:34.272 [commands] INFO  GenCommands - 1 5:7:6
11:26:34.274 [commands] INFO  GenCommands - 1 3:9:7
11:26:34.276 [commands] INFO  GenCommands - 1 8:5:8
11:26:34.278 [commands] INFO  GenCommands - 1 2:6:6
11:26:34.281 [commands] INFO  GenCommands - 1 4:6:7
11:26:34.283 [commands] INFO  GenCommands - 1 6:3:6
11:26:34.285 [commands] INFO  GenCommands - 1 3:5:1
11:26:34.288 [commands] INFO  GenCommands - 1 2:7:7
11:26:34.290 [commands] INFO  GenCommands - 1 8:9:7
11:26:34.292 [commands] INFO  GenCommands - 1 4:7:8
11:26:34.295 [commands] INFO  GenCommands - 1 2:4:8
11:26:34.298 [commands] INFO  GenCommands - 1 6:9:2
11:26:34.300 [commands] INFO  GenCommands - 1 3:6:2
11:26:34.302 [commands] INFO  GenCommands - 1 6:1:6
11:26:34.305 [commands] INFO  GenCommands - 1 9:5:8
11:26:34.308 [commands] INFO  GenCommands - 1 7:3:4
11:26:34.310 [commands] INFO  GenCommands - 1 9:3:3
11:26:34.312 [commands] INFO  GenCommands - 1 7:6:2
11:26:34.314 [commands] INFO  GenCommands - 1 6:7:2
11:26:34.316 [commands] INFO  GenCommands - 1 8:4:5
11:26:34.318 [commands] INFO  GenCommands - 1 2:5:7
11:26:34.320 [commands] INFO  GenCommands - 1 7:5:2
11:26:34.322 [commands] INFO  GenCommands - 1 7:1:5
11:26:34.324 [commands] INFO  GenCommands - 1 5:10:8
11:26:34.326 [commands] INFO  GenCommands - 1 4:6:3
11:26:34.328 [commands] INFO  GenCommands - 1 2:1:1
11:26:34.330 [commands] INFO  GenCommands - 1 4:6:5
11:26:34.332 [commands] INFO  GenCommands - 1 6:3:3
11:26:34.334 [commands] INFO  GenCommands - 1 6:8:8
11:26:34.336 [commands] INFO  GenCommands - 1 6:9:2
11:26:34.338 [commands] INFO  GenCommands - 1 8:7:4
11:26:34.341 [commands] INFO  GenCommands - 1 9:7:2
11:26:34.343 [commands] INFO  GenCommands - 1 7:1:1
11:26:34.345 [commands] INFO  GenCommands - 1 5:2:2
11:26:34.348 [commands] INFO  GenCommands - 1 9:4:4
11:26:34.350 [commands] INFO  GenCommands - 1 9:4:1
11:26:34.352 [commands] INFO  GenCommands - 1 6:5:5
11:26:34.354 [commands] INFO  GenCommands - 1 8:3:5
11:26:34.356 [commands] INFO  GenCommands - 1 4:3:1
11:26:34.359 [commands] INFO  GenCommands - 1 5:9:6
11:26:34.362 [commands] INFO  GenCommands - 1 7:4:6
11:26:34.365 [commands] INFO  GenCommands - 1 5:2:6
11:26:34.368 [commands] INFO  GenCommands - 1 2:8:4
11:26:34.370 [commands] INFO  GenCommands - 1 7:9:2
11:26:34.372 [commands] INFO  GenCommands - 1 5:6:2
11:26:34.375 [commands] INFO  GenCommands - 1 3:7:4
11:26:34.378 [commands] INFO  GenCommands - 1 10:1:4
11:26:34.380 [commands] INFO  GenCommands - 1 7:10:2
11:26:34.382 [commands] INFO  GenCommands - 1 3:10:6
11:26:34.384 [commands] INFO  GenCommands - 1 1:3:6
11:26:34.386 [commands] INFO  GenCommands - 1 1:4:1
11:26:34.388 [commands] INFO  GenCommands - 1 9:8:2
11:26:34.390 [commands] INFO  GenCommands - 1 7:9:2
11:26:34.393 [commands] INFO  GenCommands - 1 8:1:5
11:26:34.396 [commands] INFO  GenCommands - 1 6:5:5
11:26:34.398 [commands] INFO  GenCommands - 1 5:7:4
11:26:34.399 [commands] INFO  GenCommands - 1 5:7:3
11:26:34.401 [commands] INFO  GenCommands - 1 5:7:8
11:26:34.404 [commands] INFO  GenCommands - 1 7:10:1
11:26:34.407 [commands] INFO  GenCommands - 1 1:10:2
11:26:34.409 [commands] INFO  GenCommands - 1 2:4:4
11:26:34.412 [commands] INFO  GenCommands - 1 6:8:2
11:26:34.415 [commands] INFO  GenCommands - 1 7:2:8
11:26:34.417 [commands] INFO  GenCommands - 1 5:4:4
11:26:34.419 [commands] INFO  GenCommands - 1 7:1:1
11:26:34.422 [commands] INFO  GenCommands - 1 8:6:7
11:26:34.424 [commands] INFO  GenCommands - 1 1:4:7
11:26:34.428 [commands] INFO  GenCommands - 1 8:4:2
11:26:34.430 [commands] INFO  GenCommands - 1 7:4:8
11:26:34.432 [commands] INFO  GenCommands - 1 5:8:7
11:26:34.435 [commands] INFO  GenCommands - 1 6:5:5
11:26:34.437 [commands] INFO  GenCommands - 1 8:1:3
11:26:34.439 [commands] INFO  GenCommands - 1 6:5:6
11:26:34.442 [commands] INFO  GenCommands - 1 10:4:7
11:26:34.444 [commands] INFO  GenCommands - 1 4:2:5
11:26:34.447 [commands] INFO  GenCommands - 1 8:1:1
11:26:34.449 [commands] INFO  GenCommands - 1 10:3:5
11:26:34.451 [commands] INFO  GenCommands - 1 6:1:6
11:26:34.453 [commands] INFO  GenCommands - 1 4:5:6
11:26:34.455 [commands] INFO  GenCommands - 1 6:2:3
11:26:34.457 [commands] INFO  GenCommands - 1 1:8:6
11:26:34.459 [commands] INFO  GenCommands - 1 10:5:7
11:26:34.462 [commands] INFO  GenCommands - 1 3:4:3
11:26:34.465 [commands] INFO  GenCommands - 1 6:2:3
11:26:34.468 [commands] INFO  GenCommands - 1 1:8:2
11:26:34.470 [commands] INFO  GenCommands - 1 4:6:1
11:26:34.472 [commands] INFO  GenCommands - 1 6:5:7
11:26:34.474 [commands] INFO  GenCommands - 1 7:6:3
11:26:34.477 [commands] INFO  GenCommands - 1 8:9:3
11:26:34.479 [commands] INFO  GenCommands - 1 3:1:8
11:26:34.481 [commands] INFO  GenCommands - 1 3:1:4
11:26:34.484 [commands] INFO  GenCommands - 1 5:10:8
11:26:34.486 [commands] INFO  GenCommands - 1 4:5:4
11:26:34.489 [commands] INFO  GenCommands - 1 10:1:2
11:26:34.491 [commands] INFO  GenCommands - 1 4:8:6
11:26:34.493 [commands] INFO  GenCommands - 1 6:9:6
11:26:34.495 [commands] INFO  GenCommands - 1 6:4:4
11:26:34.497 [commands] INFO  GenCommands - 1 3:5:4
11:26:34.499 [commands] INFO  GenCommands - 1 4:1:1
11:26:34.501 [commands] INFO  GenCommands - 1 8:2:2
11:26:34.503 [commands] INFO  GenCommands - 1 10:4:4
11:26:34.505 [commands] INFO  GenCommands - 1 8:10:7
11:26:34.508 [commands] INFO  GenCommands - 1 8:6:3
11:26:34.510 [commands] INFO  GenCommands - 1 4:3:8
11:26:34.512 [commands] INFO  GenCommands - 1 2:7:8
11:26:34.514 [commands] INFO  GenCommands - 1 1:2:3
11:26:34.516 [commands] INFO  GenCommands - 1 3:4:8
11:26:34.518 [commands] INFO  GenCommands - 1 10:5:8
11:26:34.520 [commands] INFO  GenCommands - 1 6:1:4
11:26:34.522 [commands] INFO  GenCommands - 1 10:3:7
11:26:34.525 [commands] INFO  GenCommands - 1 3:9:5
11:26:34.528 [commands] INFO  GenCommands - 1 9:2:7
11:26:34.531 [commands] INFO  GenCommands - 1 2:9:4
11:26:34.533 [commands] INFO  GenCommands - 1 6:9:4
11:26:34.535 [commands] INFO  GenCommands - 1 3:4:6
11:26:34.537 [commands] INFO  GenCommands - 1 3:4:8
11:26:34.539 [commands] INFO  GenCommands - 1 9:3:8
11:26:34.541 [commands] INFO  GenCommands - 1 2:3:6
11:26:34.543 [commands] INFO  GenCommands - 1 8:4:2
11:26:34.545 [commands] INFO  GenCommands - 1 5:7:8
11:26:34.548 [commands] INFO  GenCommands - 1 7:10:6
11:26:34.550 [commands] INFO  GenCommands - 1 4:8:1
11:26:34.552 [commands] INFO  GenCommands - 1 1:8:1
11:26:34.555 [commands] INFO  GenCommands - 1 4:9:3
11:26:34.557 [commands] INFO  GenCommands - 1 10:3:6
11:26:34.560 [commands] INFO  GenCommands - 1 10:1:1
11:26:34.562 [commands] INFO  GenCommands - 1 3:8:3
11:26:34.565 [commands] INFO  GenCommands - 1 5:1:4
11:26:34.567 [commands] INFO  GenCommands - 1 6:3:7
11:26:34.569 [commands] INFO  GenCommands - 1 3:1:5
11:26:34.571 [commands] INFO  GenCommands - 1 3:7:8
11:26:34.573 [commands] INFO  GenCommands - 1 2:3:7
11:26:34.575 [commands] INFO  GenCommands - 1 4:5:6
11:26:34.577 [commands] INFO  GenCommands - 1 7:2:7
11:26:34.580 [commands] INFO  GenCommands - 1 7:10:4
11:26:34.582 [commands] INFO  GenCommands - 1 5:6:1
11:26:34.585 [commands] INFO  GenCommands - 1 4:5:1
11:26:34.587 [commands] INFO  GenCommands - 1 3:6:6
11:26:34.589 [commands] INFO  GenCommands - 1 9:10:2
11:26:34.591 [commands] INFO  GenCommands - 1 4:8:7
11:26:34.593 [commands] INFO  GenCommands - 1 2:8:8
11:26:34.595 [commands] INFO  GenCommands - 1 1:7:3
11:26:34.597 [commands] INFO  GenCommands - 1 4:1:7
11:26:34.599 [commands] INFO  GenCommands - 1 1:9:4
11:26:34.601 [commands] INFO  GenCommands - 1 2:4:2
11:26:34.603 [commands] INFO  GenCommands - 1 8:4:3
11:26:34.605 [commands] INFO  GenCommands - 1 8:6:5
11:26:34.607 [commands] INFO  GenCommands - 1 4:8:2
11:26:34.609 [commands] INFO  GenCommands - 1 3:1:5
11:26:34.611 [commands] INFO  GenCommands - 1 7:3:2
11:26:34.613 [commands] INFO  GenCommands - 1 7:6:6
11:26:34.615 [commands] INFO  GenCommands - 1 9:2:6
11:26:34.618 [commands] INFO  GenCommands - 1 3:2:2
11:26:34.620 [commands] INFO  GenCommands - 1 8:2:8
11:26:34.623 [commands] INFO  GenCommands - 1 5:8:5
11:26:34.625 [commands] INFO  GenCommands - 1 2:1:3
11:26:34.628 [commands] INFO  GenCommands - 1 2:7:6
11:26:34.632 [commands] INFO  GenCommands - 1 3:6:1
11:26:34.635 [commands] INFO  GenCommands - 1 10:6:6
11:26:34.637 [commands] INFO  GenCommands - 1 5:4:7
11:26:34.639 [commands] INFO  GenCommands - 1 8:4:2
11:26:34.641 [commands] INFO  GenCommands - 1 5:4:3
11:26:34.643 [commands] INFO  GenCommands - 1 6:3:3
11:26:34.645 [commands] INFO  GenCommands - 1 6:8:6
11:26:34.647 [commands] INFO  GenCommands - 1 4:6:5
11:26:34.650 [commands] INFO  GenCommands - 1 9:5:2
11:26:34.652 [commands] INFO  GenCommands - 1 6:2:1
11:26:34.654 [commands] INFO  GenCommands - 1 7:5:3
11:26:34.657 [commands] INFO  GenCommands - 1 2:5:1
11:26:34.659 [commands] INFO  GenCommands - 1 8:5:8
11:26:34.662 [commands] INFO  GenCommands - 1 9:6:7
11:26:34.664 [commands] INFO  GenCommands - 1 8:9:5
11:26:34.669 [commands] INFO  GenCommands - 1 10:8:4
11:26:34.673 [commands] INFO  GenCommands - 1 8:10:7
11:26:34.676 [commands] INFO  GenCommands - 1 5:7:5
11:26:34.678 [commands] INFO  GenCommands - 1 3:4:1
11:26:34.681 [commands] INFO  GenCommands - 1 3:2:8
11:26:34.684 [commands] INFO  GenCommands - 1 2:9:5
11:26:34.686 [commands] INFO  GenCommands - 1 9:10:6
11:26:34.688 [commands] INFO  GenCommands - 1 5:8:2
11:26:34.690 [commands] INFO  GenCommands - 1 4:7:1
11:26:34.693 [commands] INFO  GenCommands - 1 3:10:2
11:26:34.696 [commands] INFO  GenCommands - 1 9:6:7
11:26:34.699 [commands] INFO  GenCommands - 1 8:1:3
11:26:34.701 [commands] INFO  GenCommands - 1 8:6:6
11:26:34.704 [commands] INFO  GenCommands - 1 1:6:2
11:26:34.706 [commands] INFO  GenCommands - 1 2:10:5
11:26:34.708 [commands] INFO  GenCommands - 1 2:6:1
11:26:34.710 [commands] INFO  GenCommands - 1 9:4:5
11:26:34.712 [commands] INFO  GenCommands - 1 6:1:7
11:26:34.714 [commands] INFO  GenCommands - 1 6:2:8
11:26:34.716 [commands] INFO  GenCommands - 1 2:9:7
11:26:34.718 [commands] INFO  GenCommands - 1 4:2:4
11:26:34.720 [commands] INFO  GenCommands - 1 4:9:1
11:26:34.723 [commands] INFO  GenCommands - 1 6:1:3
11:26:34.726 [commands] INFO  GenCommands - 1 2:3:3
11:26:34.729 [commands] INFO  GenCommands - 1 3:5:4
11:26:34.731 [commands] INFO  GenCommands - 1 8:5:3
11:26:34.733 [commands] INFO  GenCommands - 1 2:6:8
11:26:34.735 [commands] INFO  GenCommands - 1 3:6:6
11:26:34.737 [commands] INFO  GenCommands - 1 3:4:3
11:26:34.739 [commands] INFO  GenCommands - 1 6:4:2
11:26:34.741 [commands] INFO  GenCommands - 1 7:10:3
11:26:34.743 [commands] INFO  GenCommands - 1 8:3:4
11:26:34.745 [commands] INFO  GenCommands - 1 9:1:6
11:26:34.747 [commands] INFO  GenCommands - 1 8:5:3
11:26:34.749 [commands] INFO  GenCommands - 1 6:4:3
11:26:34.752 [commands] INFO  GenCommands - 1 9:3:2
11:26:34.754 [commands] INFO  GenCommands - 1 6:5:5
11:26:34.756 [commands] INFO  GenCommands - 1 4:3:1
11:26:34.759 [commands] INFO  GenCommands - 1 6:2:8
11:26:34.761 [commands] INFO  GenCommands - 1 6:3:6
11:26:34.763 [commands] INFO  GenCommands - 1 5:3:3
11:26:34.765 [commands] INFO  GenCommands - 1 1:7:5
11:26:34.769 [commands] INFO  GenCommands - 1 9:2:8
11:26:34.772 [commands] INFO  GenCommands - 1 9:4:3
11:26:34.774 [commands] INFO  GenCommands - 1 7:5:2
11:26:34.776 [commands] INFO  GenCommands - 1 8:4:5
11:26:34.779 [commands] INFO  GenCommands - 1 2:7:4
11:26:34.781 [commands] INFO  GenCommands - 1 5:1:6
11:26:34.783 [commands] INFO  GenCommands - 1 3:6:6
11:26:34.785 [commands] INFO  GenCommands - 1 4:3:6
11:26:34.786 [commands] INFO  GenCommands - 1 5:2:3
11:26:34.788 [commands] INFO  GenCommands - 1 4:3:7
11:26:34.790 [commands] INFO  GenCommands - 1 7:6:2
11:26:34.792 [commands] INFO  GenCommands - 1 1:6:7
11:26:34.794 [commands] INFO  GenCommands - 1 3:7:5
11:26:34.796 [commands] INFO  GenCommands - 1 9:6:6
11:26:34.799 [commands] INFO  GenCommands - 1 10:4:2
11:26:34.801 [commands] INFO  GenCommands - 1 10:8:2
11:26:34.803 [commands] INFO  GenCommands - 1 5:8:7
11:26:34.805 [commands] INFO  GenCommands - 1 9:4:6
11:26:34.807 [commands] INFO  GenCommands - 1 6:3:3
11:26:34.809 [commands] INFO  GenCommands - 1 5:9:4
11:26:34.812 [commands] INFO  GenCommands - 1 8:5:2
11:26:34.814 [commands] INFO  GenCommands - 1 6:9:7
11:26:34.817 [commands] INFO  GenCommands - 1 5:3:5
11:26:34.819 [commands] INFO  GenCommands - 1 3:9:7
11:26:34.821 [commands] INFO  GenCommands - 1 10:6:5
11:26:34.824 [commands] INFO  GenCommands - 1 4:10:2
11:26:34.828 [commands] INFO  GenCommands - 1 9:5:4
11:26:34.830 [commands] INFO  GenCommands - 1 7:9:7
11:26:34.832 [commands] INFO  GenCommands - 1 9:10:2
11:26:34.835 [commands] INFO  GenCommands - 1 1:3:7
11:26:34.837 [commands] INFO  GenCommands - 1 8:9:1
11:26:34.839 [commands] INFO  GenCommands - 1 5:3:5
11:26:34.842 [commands] INFO  GenCommands - 1 6:10:8
11:26:34.844 [commands] INFO  GenCommands - 1 10:6:6
11:26:34.846 [commands] INFO  GenCommands - 1 6:4:1
11:26:34.848 [commands] INFO  GenCommands - 1 1:7:2
11:26:34.851 [commands] INFO  GenCommands - 1 8:1:5
11:26:34.853 [commands] INFO  GenCommands - 1 5:6:7
11:26:34.855 [commands] INFO  GenCommands - 1 2:9:7
11:26:34.857 [commands] INFO  GenCommands - 1 3:6:4
11:26:34.859 [commands] INFO  GenCommands - 1 3:7:2
11:26:34.861 [commands] INFO  GenCommands - 1 1:5:3
11:26:34.863 [commands] INFO  GenCommands - 1 4:3:1
11:26:34.866 [commands] INFO  GenCommands - 1 3:7:5
11:26:34.868 [commands] INFO  GenCommands - 1 8:2:5
11:26:34.870 [commands] INFO  GenCommands - 1 10:4:5
11:26:34.872 [commands] INFO  GenCommands - 1 9:7:1
11:26:34.874 [commands] INFO  GenCommands - 1 3:10:7
11:26:34.876 [commands] INFO  GenCommands - 1 10:6:1
11:26:34.878 [commands] INFO  GenCommands - 1 2:8:4
11:26:34.881 [commands] INFO  GenCommands - 1 3:8:4
11:26:34.882 [commands] INFO  GenCommands - 1 7:6:1
11:26:34.884 [commands] INFO  GenCommands - 1 1:10:8
11:26:34.887 [commands] INFO  GenCommands - 1 3:4:4
11:26:34.889 [commands] INFO  GenCommands - 1 8:10:3
11:26:34.891 [commands] INFO  GenCommands - 1 5:2:1
11:26:34.893 [commands] INFO  GenCommands - 1 7:5:7
11:26:34.896 [commands] INFO  GenCommands - 1 9:4:7
11:26:34.898 [commands] INFO  GenCommands - 1 9:4:3
11:26:34.900 [commands] INFO  GenCommands - 1 8:5:8
11:26:34.904 [commands] INFO  GenCommands - 1 2:8:1
11:26:34.906 [commands] INFO  GenCommands - 1 3:7:7
11:26:34.908 [commands] INFO  GenCommands - 1 10:1:3
11:26:34.910 [commands] INFO  GenCommands - 1 10:7:2
11:26:34.913 [commands] INFO  GenCommands - 1 4:10:2
11:26:34.916 [commands] INFO  GenCommands - 1 8:9:1
11:26:34.919 [commands] INFO  GenCommands - 1 6:2:3
11:26:34.921 [commands] INFO  GenCommands - 1 6:2:8
11:26:34.923 [commands] INFO  GenCommands - 1 3:6:3
11:26:34.926 [commands] INFO  GenCommands - 1 8:4:6
11:26:34.928 [commands] INFO  GenCommands - 1 5:7:2
11:26:34.930 [commands] INFO  GenCommands - 1 2:5:3
11:26:34.934 [commands] INFO  GenCommands - 1 7:9:1
11:26:34.936 [commands] INFO  GenCommands - 1 10:4:5
11:26:34.940 [commands] INFO  GenCommands - 1 6:9:7
11:26:34.943 [commands] INFO  GenCommands - 1 7:4:2
11:26:34.946 [commands] INFO  GenCommands - 1 2:4:3
11:26:34.948 [commands] INFO  GenCommands - 1 9:5:3
11:26:34.952 [commands] INFO  GenCommands - 1 10:6:5
11:26:34.954 [commands] INFO  GenCommands - 1 3:5:5
11:26:34.956 [commands] INFO  GenCommands - 1 4:9:2
11:26:34.959 [commands] INFO  GenCommands - 1 8:2:6
11:26:34.961 [commands] INFO  GenCommands - 1 7:1:2
11:26:34.963 [commands] INFO  GenCommands - 1 7:8:6
11:26:34.966 [commands] INFO  GenCommands - 1 9:6:5
11:26:34.968 [commands] INFO  GenCommands - 1 5:6:4
11:26:34.970 [commands] INFO  GenCommands - 1 9:5:7
11:26:34.974 [commands] INFO  GenCommands - 1 4:5:5
11:26:34.976 [commands] INFO  GenCommands - 1 1:2:5
11:26:34.978 [commands] INFO  GenCommands - 1 4:1:6
11:26:34.980 [commands] INFO  GenCommands - 1 6:2:7
11:26:34.982 [commands] INFO  GenCommands - 1 6:5:7
11:26:34.984 [commands] INFO  GenCommands - 1 7:1:5
