13:09:18.243 [commands] INFO  GenCommands - 9:10:8
14:39:10.417 [commands] INFO  GenCommands - 14:39:10.417281200 3:6:4
14:39:11.430 [commands] INFO  GenCommands - 14:39:11.430204100 9:7:3
14:39:12.443 [commands] INFO  GenCommands - 14:39:12.443126700 9:3:1
14:39:13.444 [commands] INFO  GenCommands - 14:39:13.444037400 7:8:3
14:39:14.451 [commands] INFO  GenCommands - 14:39:14.451403200 5:6:2
14:39:15.454 [commands] INFO  GenCommands - 14:39:15.454102400 9:4:4
14:39:16.466 [commands] INFO  GenCommands - 14:39:16.466995200 1:6:6
14:39:17.481 [commands] INFO  GenCommands - 14:39:17.481801400 2:6:2
14:39:18.487 [commands] INFO  GenCommands - 14:39:18.487720100 4:6:6
14:39:19.488 [commands] INFO  GenCommands - 14:39:19.488631300 8:10:5
14:39:20.501 [commands] INFO  GenCommands - 14:39:20.501553400 8:2:5
14:39:21.516 [commands] INFO  GenCommands - 14:39:21.516477600 10:6:1
14:39:48.178 [commands] INFO  GenCommands - 14:39:48.177240800 6:1:1
14:39:49.184 [commands] INFO  GenCommands - 14:39:49.184171100 2:8:5
14:39:50.185 [commands] INFO  GenCommands - 14:39:50.185083 2:6:5
14:39:51.198 [commands] INFO  GenCommands - 14:39:51.198005300 7:10:6
14:40:04.027 [commands] INFO  GenCommands - 14:40:04.025669 8:2:4
14:40:05.028 [commands] INFO  GenCommands - 14:40:05.028562500 10:5:5
14:40:06.029 [commands] INFO  GenCommands - 14:40:06.029806 7:1:3
14:40:07.041 [commands] INFO  GenCommands - 14:40:07.041875300 3:8:7
14:40:08.043 [commands] INFO  GenCommands - 14:40:08.042785500 10:5:4
14:40:09.053 [commands] INFO  GenCommands - 14:40:09.053706300 7:2:8
14:40:10.054 [commands] INFO  GenCommands - 14:40:10.054617100 3:2:7
14:40:11.063 [commands] INFO  GenCommands - 14:40:11.063535700 4:2:8
14:40:12.076 [commands] INFO  GenCommands - 14:40:12.076457500 2:1:7
14:40:13.090 [commands] INFO  GenCommands - 14:40:13.090381700 7:6:1
14:40:14.097 [commands] INFO  GenCommands - 14:40:14.097102800 10:8:1
14:40:15.110 [commands] INFO  GenCommands - 14:40:15.110025700 9:7:7
14:41:12.417 [commands] INFO  GenCommands - 14:41:12.415445200 3:1:8
14:41:13.418 [commands] INFO  GenCommands - 14:41:13.418118600 1:10:8
14:41:14.425 [commands] INFO  GenCommands - 14:41:14.425335100 3:4:2
14:41:15.428 [commands] INFO  GenCommands - 14:41:15.428247900 5:1:7
14:41:16.439 [commands] INFO  GenCommands - 14:41:16.439245800 2:4:5
14:41:17.454 [commands] INFO  GenCommands - 14:41:17.454169700 4:5:4
14:41:18.469 [commands] INFO  GenCommands - 14:41:18.469094 8:10:7
14:41:19.482 [commands] INFO  GenCommands - 14:41:19.482015600 9:7:7
14:41:20.488 [commands] INFO  GenCommands - 14:41:20.488932100 2:8:6
14:41:21.498 [commands] INFO  GenCommands - 14:41:21.498182700 6:8:3
14:41:22.510 [commands] INFO  GenCommands - 14:41:22.510525100 2:5:5
14:41:23.524 [commands] INFO  GenCommands - 14:41:23.524432400 7:6:6
14:41:24.536 [commands] INFO  GenCommands - 14:41:24.536780400 5:7:3
14:41:25.551 [commands] INFO  GenCommands - 14:41:25.551524700 3:5:2
14:41:26.561 [commands] INFO  GenCommands - 14:41:26.561949400 6:8:7
14:41:27.575 [commands] INFO  GenCommands - 14:41:27.575705 4:9:8
14:41:28.589 [commands] INFO  GenCommands - 14:41:28.589783900 7:10:7
14:41:29.594 [commands] INFO  GenCommands - 14:41:29.594698600 7:5:1
14:41:30.605 [commands] INFO  GenCommands - 14:41:30.605797400 2:3:7
14:41:31.610 [commands] INFO  GenCommands - 14:41:31.610783100 4:1:7
14:41:32.613 [commands] INFO  GenCommands - 14:41:32.613695900 9:8:6
14:41:33.616 [commands] INFO  GenCommands - 14:41:33.616608600 8:5:7
14:41:34.617 [commands] INFO  GenCommands - 14:41:34.617024900 9:8:7
14:41:35.619 [commands] INFO  GenCommands - 14:41:35.619782600 2:4:8
14:41:36.628 [commands] INFO  GenCommands - 14:41:36.628702600 5:2:8
14:41:37.637 [commands] INFO  GenCommands - 14:41:37.637620300 1:6:8
14:41:38.648 [commands] INFO  GenCommands - 14:41:38.648820400 7:9:6
14:41:39.659 [commands] INFO  GenCommands - 14:41:39.659220900 10:8:5
14:41:40.672 [commands] INFO  GenCommands - 14:41:40.672143100 3:4:1
14:41:41.675 [commands] INFO  GenCommands - 14:41:41.675055600 10:3:8
14:41:42.685 [commands] INFO  GenCommands - 14:41:42.685975800 7:5:6
14:41:43.686 [commands] INFO  GenCommands - 14:41:43.686887100 1:9:4
14:41:44.697 [commands] INFO  GenCommands - 14:41:44.697808 10:4:3
14:41:45.698 [commands] INFO  GenCommands - 14:41:45.698718800 4:7:3
14:41:46.711 [commands] INFO  GenCommands - 14:41:46.711347400 10:3:4
14:41:47.719 [commands] INFO  GenCommands - 14:41:47.719846 4:1:8
14:41:48.732 [commands] INFO  GenCommands - 14:41:48.732521400 3:7:5
14:41:49.741 [commands] INFO  GenCommands - 14:41:49.741481900 4:10:5
14:41:50.756 [commands] INFO  GenCommands - 14:41:50.756405 7:9:8
14:41:51.759 [commands] INFO  GenCommands - 14:41:51.759318100 9:1:2
14:41:52.763 [commands] INFO  GenCommands - 14:41:52.763231900 1:6:1
14:41:53.778 [commands] INFO  GenCommands - 14:41:53.778156400 9:1:6
14:41:54.789 [commands] INFO  GenCommands - 14:41:54.789484300 5:10:7
14:41:55.797 [commands] INFO  GenCommands - 14:41:55.797332300 1:5:8
14:41:56.812 [commands] INFO  GenCommands - 14:41:56.812256500 1:7:4
14:42:31.172 [commands] INFO  GenCommands - 14:42:31.170412900 4:1:6
14:42:32.175 [commands] INFO  GenCommands - 14:42:32.175327700 9:2:8
14:42:33.185 [commands] INFO  GenCommands - 14:42:33.185340800 8:6:5
14:42:34.193 [commands] INFO  GenCommands - 14:42:34.193386700 8:6:2
14:42:35.207 [commands] INFO  GenCommands - 14:42:35.207628600 6:8:2
14:42:36.222 [commands] INFO  GenCommands - 14:42:36.222523 10:1:1
14:42:37.236 [commands] INFO  GenCommands - 14:42:37.236446200 6:2:6
14:42:38.250 [commands] INFO  GenCommands - 14:42:38.250369100 3:4:3
14:42:39.265 [commands] INFO  GenCommands - 14:42:39.265293400 3:9:3
14:42:40.277 [commands] INFO  GenCommands - 14:42:40.277214400 1:10:3
14:42:41.285 [commands] INFO  GenCommands - 14:42:41.285637100 7:3:3
14:42:42.299 [commands] INFO  GenCommands - 14:42:42.299560700 3:7:8
14:42:43.307 [commands] INFO  GenCommands - 14:42:43.307737700 6:2:3
14:42:44.308 [commands] INFO  GenCommands - 14:42:44.308668700 2:8:2
14:42:45.323 [commands] INFO  GenCommands - 14:42:45.323592500 6:2:2
14:42:46.338 [commands] INFO  GenCommands - 14:42:46.338517 10:8:5
14:42:47.347 [commands] INFO  GenCommands - 14:42:47.347435400 5:6:2
14:42:48.348 [commands] INFO  GenCommands - 14:42:48.348346200 2:7:7
14:42:49.363 [commands] INFO  GenCommands - 14:42:49.363270200 6:1:1
14:42:50.376 [commands] INFO  GenCommands - 14:42:50.376192300 7:8:1
14:42:51.385 [commands] INFO  GenCommands - 14:42:51.385111 5:4:6
14:42:52.399 [commands] INFO  GenCommands - 14:42:52.399538700 7:10:6
14:42:53.407 [commands] INFO  GenCommands - 14:42:53.407044 3:10:5
14:42:54.416 [commands] INFO  GenCommands - 14:42:54.416920600 3:1:2
14:42:55.420 [commands] INFO  GenCommands - 14:42:55.420659900 5:9:4
14:42:56.435 [commands] INFO  GenCommands - 14:42:56.435583900 2:7:8
14:42:57.438 [commands] INFO  GenCommands - 14:42:57.438496800 7:4:1
14:42:58.447 [commands] INFO  GenCommands - 14:42:58.447415400 7:8:3
14:42:59.455 [commands] INFO  GenCommands - 14:42:59.455390600 4:3:4
14:43:00.468 [commands] INFO  GenCommands - 14:43:00.468484400 5:9:3
14:43:01.482 [commands] INFO  GenCommands - 14:43:01.482974600 4:8:6
14:43:02.486 [commands] INFO  GenCommands - 14:43:02.486044300 2:9:4
14:43:03.497 [commands] INFO  GenCommands - 14:43:03.497469600 10:7:8
14:43:04.508 [commands] INFO  GenCommands - 14:43:04.508390100 5:7:2
14:43:05.511 [commands] INFO  GenCommands - 14:43:05.511303 1:9:8
14:43:09.702 [commands] INFO  GenCommands - 14:43:09.701575200 2:5:2
14:43:10.714 [commands] INFO  GenCommands - 14:43:10.714901500 9:1:1
14:43:11.725 [commands] INFO  GenCommands - 14:43:11.725936 1:7:2
14:43:12.726 [commands] INFO  GenCommands - 14:43:12.726847200 6:8:3
14:43:13.741 [commands] INFO  GenCommands - 14:43:13.741801200 4:6:8
14:43:14.742 [commands] INFO  GenCommands - 14:43:14.742712400 8:5:3
14:43:15.755 [commands] INFO  GenCommands - 14:43:15.755139200 8:3:3
14:43:16.765 [commands] INFO  GenCommands - 14:43:16.765313800 5:7:3
14:43:17.778 [commands] INFO  GenCommands - 14:43:17.778375500 6:8:2
14:43:18.779 [commands] INFO  GenCommands - 14:43:18.779297100 5:10:2
14:43:19.793 [commands] INFO  GenCommands - 14:43:19.793980700 4:6:5
14:43:20.804 [commands] INFO  GenCommands - 14:43:20.804404300 5:6:7
14:43:21.818 [commands] INFO  GenCommands - 14:43:21.818349800 2:3:1
14:43:22.828 [commands] INFO  GenCommands - 14:43:22.828142100 4:3:2
14:43:23.838 [commands] INFO  GenCommands - 14:43:23.838988700 6:4:7
14:43:24.842 [commands] INFO  GenCommands - 14:43:24.842332700 8:10:8
14:43:25.849 [commands] INFO  GenCommands - 14:43:25.849249400 5:2:8
14:43:26.860 [commands] INFO  GenCommands - 14:43:26.860169600 9:8:7
14:43:27.875 [commands] INFO  GenCommands - 14:43:27.875093500 3:2:7
14:43:28.885 [commands] INFO  GenCommands - 14:43:28.885518300 9:10:1
14:43:29.892 [commands] INFO  GenCommands - 14:43:29.892417700 4:10:5
14:43:30.907 [commands] INFO  GenCommands - 14:43:30.907141900 9:7:2
14:43:31.917 [commands] INFO  GenCommands - 14:43:31.917277200 1:3:4
14:43:32.930 [commands] INFO  GenCommands - 14:43:32.930199500 4:10:7
14:43:33.931 [commands] INFO  GenCommands - 14:43:33.931110500 7:8:7
14:43:34.944 [commands] INFO  GenCommands - 14:43:34.944032700 8:10:1
14:43:35.952 [commands] INFO  GenCommands - 14:43:35.952951100 3:4:4
14:43:36.956 [commands] INFO  GenCommands - 14:43:36.956369400 7:9:5
14:43:37.961 [commands] INFO  GenCommands - 14:43:37.961720100 8:3:5
14:43:38.975 [commands] INFO  GenCommands - 14:43:38.975615100 5:1:7
14:43:39.990 [commands] INFO  GenCommands - 14:43:39.990547100 3:4:7
14:43:40.992 [commands] INFO  GenCommands - 14:43:40.992793500 9:1:4
14:43:42.007 [commands] INFO  GenCommands - 14:43:42.007717500 2:7:7
14:43:43.012 [commands] INFO  GenCommands - 14:43:43.012632300 10:7:7
14:43:44.023 [commands] INFO  GenCommands - 14:43:44.023552600 9:5:8
14:43:45.034 [commands] INFO  GenCommands - 14:43:45.034473100 4:9:6
14:43:46.044 [commands] INFO  GenCommands - 14:43:46.044509100 2:10:7
14:43:47.050 [commands] INFO  GenCommands - 14:43:47.050996600 4:2:7
14:43:48.052 [commands] INFO  GenCommands - 14:43:48.052056900 1:3:3
14:43:49.054 [commands] INFO  GenCommands - 14:43:49.054970 4:2:1
14:43:50.057 [commands] INFO  GenCommands - 14:43:50.057883 2:9:6
14:43:51.073 [commands] INFO  GenCommands - 14:43:51.073808200 1:3:5
14:43:52.081 [commands] INFO  GenCommands - 14:43:52.081725900 4:1:6
14:43:53.084 [commands] INFO  GenCommands - 14:43:53.084638700 2:8:2
14:43:54.089 [commands] INFO  GenCommands - 14:43:54.089574500 10:2:3
14:43:55.093 [commands] INFO  GenCommands - 14:43:55.093887100 9:10:5
14:43:56.097 [commands] INFO  GenCommands - 14:43:56.097477700 8:5:2
14:43:57.100 [commands] INFO  GenCommands - 14:43:57.100390500 5:2:1
14:43:58.115 [commands] INFO  GenCommands - 14:43:58.115314500 8:3:6
14:43:59.128 [commands] INFO  GenCommands - 14:43:59.128236600 5:10:5
14:44:00.140 [commands] INFO  GenCommands - 14:44:00.140157800 7:2:7
14:44:01.155 [commands] INFO  GenCommands - 14:44:01.155508 3:6:7
14:44:02.161 [commands] INFO  GenCommands - 14:44:02.161527100 2:4:6
14:44:03.165 [commands] INFO  GenCommands - 14:44:03.165890700 2:5:2
14:44:04.180 [commands] INFO  GenCommands - 14:44:04.180934800 7:8:2
14:44:05.183 [commands] INFO  GenCommands - 14:44:05.183144800 8:2:1
14:44:06.186 [commands] INFO  GenCommands - 14:44:06.186058 2:6:1
14:44:07.200 [commands] INFO  GenCommands - 14:44:07.200981800 9:4:6
14:44:08.209 [commands] INFO  GenCommands - 14:44:08.209900200 3:6:7
14:44:09.210 [commands] INFO  GenCommands - 14:44:09.210811500 4:6:3
14:44:10.223 [commands] INFO  GenCommands - 14:44:10.223733600 4:6:2
14:44:11.238 [commands] INFO  GenCommands - 14:44:11.238278800 6:3:3
14:44:12.251 [commands] INFO  GenCommands - 14:44:12.251970700 9:5:7
14:44:13.266 [commands] INFO  GenCommands - 14:44:13.266224500 6:5:3
14:44:14.267 [commands] INFO  GenCommands - 14:44:14.267136200 10:5:7
14:44:15.282 [commands] INFO  GenCommands - 14:44:15.282059300 7:4:1
14:44:16.282 [commands] INFO  GenCommands - 14:44:16.282970400 4:1:7
14:44:17.293 [commands] INFO  GenCommands - 14:44:17.293890800 3:1:7
14:44:21.520 [commands] INFO  GenCommands - 14:44:21.519882900 3:8:3
14:44:22.522 [commands] INFO  GenCommands - 14:44:22.522768900 8:4:6
14:44:23.526 [commands] INFO  GenCommands - 14:44:23.526683100 7:2:7
14:44:24.539 [commands] INFO  GenCommands - 14:44:24.539604600 2:1:6
14:44:25.552 [commands] INFO  GenCommands - 14:44:25.552527500 6:8:6
14:44:26.563 [commands] INFO  GenCommands - 14:44:26.563447400 6:10:3
14:44:27.576 [commands] INFO  GenCommands - 14:44:27.576567400 9:8:5
14:44:28.590 [commands] INFO  GenCommands - 14:44:28.590848200 7:8:6
14:44:29.602 [commands] INFO  GenCommands - 14:44:29.602769800 4:6:2
14:44:44.128 [commands] INFO  GenCommands - 14:44:44.127705900 4:1:3
14:44:45.145 [commands] INFO  GenCommands - 14:44:45.145230400 9:4:3
14:44:46.158 [commands] INFO  GenCommands - 14:44:46.158350 6:8:8
14:45:15.546 [commands] INFO  GenCommands - 14:45:15.545648800 1:6:6
14:45:16.550 [commands] INFO  GenCommands - 14:45:16.550730500 2:10:5
14:45:17.558 [commands] INFO  GenCommands - 14:45:17.558879100 7:1:5
14:45:18.569 [commands] INFO  GenCommands - 14:45:18.569580800 8:1:6
14:45:19.575 [commands] INFO  GenCommands - 14:45:19.575459800 7:1:2
14:45:20.589 [commands] INFO  GenCommands - 14:45:20.589383300 4:5:5
14:45:21.601 [commands] INFO  GenCommands - 14:45:21.601304300 1:5:4
14:45:22.604 [commands] INFO  GenCommands - 14:45:22.604217100 2:5:5
14:45:23.619 [commands] INFO  GenCommands - 14:45:23.619141700 3:8:5
14:45:24.628 [commands] INFO  GenCommands - 14:45:24.628564100 2:5:2
14:45:25.643 [commands] INFO  GenCommands - 14:45:25.643218900 7:4:5
14:45:26.656 [commands] INFO  GenCommands - 14:45:26.656948500 10:8:7
14:45:27.665 [commands] INFO  GenCommands - 14:45:27.665231 2:8:5
14:45:28.670 [commands] INFO  GenCommands - 14:45:28.670146600 2:9:4
14:45:29.683 [commands] INFO  GenCommands - 14:45:29.683068100 8:5:5
14:45:30.695 [commands] INFO  GenCommands - 14:45:30.695990200 1:4:3
14:45:31.709 [commands] INFO  GenCommands - 14:45:31.709914100 7:10:4
14:45:32.715 [commands] INFO  GenCommands - 14:45:32.715686400 7:9:2
14:45:33.724 [commands] INFO  GenCommands - 14:45:33.724005800 9:10:6
14:45:34.732 [commands] INFO  GenCommands - 14:45:34.732247900 5:4:3
14:45:35.746 [commands] INFO  GenCommands - 14:45:35.746948700 10:7:4
14:45:36.749 [commands] INFO  GenCommands - 14:45:36.749862100 10:6:1
14:45:37.763 [commands] INFO  GenCommands - 14:45:37.763785400 7:10:1
14:45:38.777 [commands] INFO  GenCommands - 14:45:38.777707800 4:6:8
14:45:39.790 [commands] INFO  GenCommands - 14:45:39.790715800 10:5:8
14:45:40.801 [commands] INFO  GenCommands - 14:45:40.801774100 5:2:8
14:45:41.804 [commands] INFO  GenCommands - 14:45:41.804688 4:6:5
14:45:42.811 [commands] INFO  GenCommands - 14:45:42.811516 9:5:2
14:45:43.824 [commands] INFO  GenCommands - 14:45:43.824438300 1:10:8
14:45:44.837 [commands] INFO  GenCommands - 14:45:44.837360200 1:2:3
14:45:45.838 [commands] INFO  GenCommands - 14:45:45.838271500 3:6:8
14:45:46.841 [commands] INFO  GenCommands - 14:45:46.841184700 9:7:1
14:45:47.853 [commands] INFO  GenCommands - 14:45:47.853689800 8:5:7
14:45:48.854 [commands] INFO  GenCommands - 14:45:48.854772900 5:1:4
14:45:49.868 [commands] INFO  GenCommands - 14:45:49.868210700 8:7:5
14:45:50.875 [commands] INFO  GenCommands - 14:45:50.875604 9:1:7
14:45:51.878 [commands] INFO  GenCommands - 14:45:51.878516400 8:7:1
14:45:52.889 [commands] INFO  GenCommands - 14:45:52.889437200 4:3:1
14:45:53.892 [commands] INFO  GenCommands - 14:45:53.892350800 3:7:1
14:45:54.897 [commands] INFO  GenCommands - 14:45:54.897265200 1:8:1
14:45:55.901 [commands] INFO  GenCommands - 14:45:55.901684500 3:2:8
14:45:56.908 [commands] INFO  GenCommands - 14:45:56.908628600 6:7:1
14:45:57.922 [commands] INFO  GenCommands - 14:45:57.922479 7:9:5
14:45:58.932 [commands] INFO  GenCommands - 14:45:58.932461 2:4:2
14:45:59.940 [commands] INFO  GenCommands - 14:45:59.940378400 4:1:4
14:46:00.943 [commands] INFO  GenCommands - 14:46:00.943291300 4:6:3
14:46:01.954 [commands] INFO  GenCommands - 14:46:01.954211900 7:4:6
14:46:02.965 [commands] INFO  GenCommands - 14:46:02.965554800 6:10:5
14:46:03.976 [commands] INFO  GenCommands - 14:46:03.976514900 10:2:2
14:46:04.989 [commands] INFO  GenCommands - 14:46:04.989498600 1:5:3
14:46:05.999 [commands] INFO  GenCommands - 14:46:05.999318700 9:3:3
14:46:07.012 [commands] INFO  GenCommands - 14:46:07.012240900 10:3:5
14:46:08.015 [commands] INFO  GenCommands - 14:46:08.015153800 2:6:7
14:46:09.030 [commands] INFO  GenCommands - 14:46:09.030051500 4:10:6
14:46:10.043 [commands] INFO  GenCommands - 14:46:10.043973900 4:9:1
14:46:11.057 [commands] INFO  GenCommands - 14:46:11.057897100 10:8:7
14:46:12.072 [commands] INFO  GenCommands - 14:46:12.072821 7:10:7
14:46:13.086 [commands] INFO  GenCommands - 14:46:13.086740900 9:4:6
14:46:14.099 [commands] INFO  GenCommands - 14:46:14.099662300 6:9:7
14:46:15.106 [commands] INFO  GenCommands - 14:46:15.106669 6:2:2
14:46:16.119 [commands] INFO  GenCommands - 14:46:16.119095300 1:9:6
14:46:17.122 [commands] INFO  GenCommands - 14:46:17.122008300 7:3:2
14:46:18.131 [commands] INFO  GenCommands - 14:46:18.131928100 7:9:5
14:46:19.139 [commands] INFO  GenCommands - 14:46:19.139865 9:7:4
14:46:20.148 [commands] INFO  GenCommands - 14:46:20.148657500 6:3:3
14:46:21.157 [commands] INFO  GenCommands - 14:46:21.157147300 8:2:3
14:46:22.166 [commands] INFO  GenCommands - 14:46:22.166645200 7:2:5
14:46:23.176 [commands] INFO  GenCommands - 14:46:23.176564600 8:3:5
14:46:24.189 [commands] INFO  GenCommands - 14:46:24.189486900 2:3:2
14:46:25.198 [commands] INFO  GenCommands - 14:46:25.198405100 9:7:2
14:46:26.208 [commands] INFO  GenCommands - 14:46:26.208325100 4:1:3
14:46:27.218 [commands] INFO  GenCommands - 14:46:27.218558700 5:7:2
14:46:28.221 [commands] INFO  GenCommands - 14:46:28.221319100 10:1:1
14:46:29.236 [commands] INFO  GenCommands - 14:46:29.236783100 5:4:7
14:46:30.251 [commands] INFO  GenCommands - 14:46:30.251707300 7:6:6
14:46:31.252 [commands] INFO  GenCommands - 14:46:31.252618400 6:10:4
14:46:32.265 [commands] INFO  GenCommands - 14:46:32.265540400 3:1:4
14:46:33.266 [commands] INFO  GenCommands - 14:46:33.266452900 8:5:3
14:46:34.272 [commands] INFO  GenCommands - 14:46:34.272636100 6:3:5
14:46:35.285 [commands] INFO  GenCommands - 14:46:35.285524200 5:4:5
14:46:36.294 [commands] INFO  GenCommands - 14:46:36.294643100 10:3:4
14:46:37.302 [commands] INFO  GenCommands - 14:46:37.302772600 10:3:1
14:46:38.303 [commands] INFO  GenCommands - 14:46:38.303683800 5:6:7
14:46:39.314 [commands] INFO  GenCommands - 14:46:39.314604700 3:7:7
14:46:40.322 [commands] INFO  GenCommands - 14:46:40.322522 4:1:6
14:46:41.333 [commands] INFO  GenCommands - 14:46:41.333442300 4:8:4
14:46:42.341 [commands] INFO  GenCommands - 14:46:42.341811100 9:4:4
14:46:43.350 [commands] INFO  GenCommands - 14:46:43.350898300 9:10:6
14:46:44.359 [commands] INFO  GenCommands - 14:46:44.359820200 1:10:7
14:46:45.360 [commands] INFO  GenCommands - 14:46:45.360469400 1:4:7
14:46:46.370 [commands] INFO  GenCommands - 14:46:46.370508700 10:9:8
14:46:47.383 [commands] INFO  GenCommands - 14:46:47.383431200 7:8:2
14:46:48.393 [commands] INFO  GenCommands - 14:46:48.393350300 4:8:7
14:46:49.405 [commands] INFO  GenCommands - 14:46:49.405271100 3:7:2
14:46:50.420 [commands] INFO  GenCommands - 14:46:50.420195800 9:7:1
14:46:51.432 [commands] INFO  GenCommands - 14:46:51.432584500 6:5:6
14:46:52.444 [commands] INFO  GenCommands - 14:46:52.444148500 7:5:4
14:46:53.448 [commands] INFO  GenCommands - 14:46:53.448910600 6:3:7
14:46:54.461 [commands] INFO  GenCommands - 14:46:54.461358300 6:1:7
14:46:55.475 [commands] INFO  GenCommands - 14:46:55.475871500 2:6:5
14:46:56.480 [commands] INFO  GenCommands - 14:46:56.480787200 4:6:1
14:46:57.483 [commands] INFO  GenCommands - 14:46:57.483700 7:4:3
14:46:58.494 [commands] INFO  GenCommands - 14:46:58.494619600 4:9:3
14:46:59.499 [commands] INFO  GenCommands - 14:46:59.499232100 10:6:6
14:47:00.509 [commands] INFO  GenCommands - 14:47:00.509299 1:2:5
14:47:01.524 [commands] INFO  GenCommands - 14:47:01.524222700 6:1:1
14:47:02.535 [commands] INFO  GenCommands - 14:47:02.535142300 5:3:8
14:47:03.540 [commands] INFO  GenCommands - 14:47:03.540057800 1:10:8
14:47:04.544 [commands] INFO  GenCommands - 14:47:04.544972400 9:10:7
14:47:05.545 [commands] INFO  GenCommands - 14:47:05.545849900 2:5:1
14:47:06.546 [commands] INFO  GenCommands - 14:47:06.546815500 1:5:1
14:47:07.549 [commands] INFO  GenCommands - 14:47:07.549858100 3:10:1
14:47:08.559 [commands] INFO  GenCommands - 14:47:08.559846300 9:8:5
14:47:09.563 [commands] INFO  GenCommands - 14:47:09.563773400 1:8:1
14:47:10.566 [commands] INFO  GenCommands - 14:47:10.566964600 5:8:1
14:47:37.808 [commands] INFO  GenCommands - 14:47:37.807907300 5:7:5
14:47:38.812 [commands] INFO  GenCommands - 14:47:38.812094100 1:5:6
14:47:39.813 [commands] INFO  GenCommands - 14:47:39.813220200 2:9:3
14:47:40.821 [commands] INFO  GenCommands - 14:47:40.821396 1:10:4
14:47:41.824 [commands] INFO  GenCommands - 14:47:41.824308200 10:5:4
14:47:42.827 [commands] INFO  GenCommands - 14:47:42.827221200 6:8:8
14:47:43.838 [commands] INFO  GenCommands - 14:47:43.838141400 4:2:2
14:47:44.850 [commands] INFO  GenCommands - 14:47:44.850073300 4:7:4
14:47:45.857 [commands] INFO  GenCommands - 14:47:45.857519500 8:9:5
14:47:46.864 [commands] INFO  GenCommands - 14:47:46.864437 1:8:7
14:47:47.872 [commands] INFO  GenCommands - 14:47:47.872391200 6:9:3
14:47:48.887 [commands] INFO  GenCommands - 14:47:48.887290800 5:1:6
14:47:49.902 [commands] INFO  GenCommands - 14:47:49.902214300 5:7:8
14:47:50.904 [commands] INFO  GenCommands - 14:47:50.904126300 2:9:1
14:47:51.910 [commands] INFO  GenCommands - 14:47:51.910042 6:10:3
14:47:52.921 [commands] INFO  GenCommands - 14:47:52.921964 4:2:8
14:47:53.930 [commands] INFO  GenCommands - 14:47:53.930882400 3:6:8
14:47:54.940 [commands] INFO  GenCommands - 14:47:54.940753900 5:1:6
14:47:55.951 [commands] INFO  GenCommands - 14:47:55.951323100 7:9:4
14:47:56.962 [commands] INFO  GenCommands - 14:47:56.962770600 2:4:4
14:47:57.977 [commands] INFO  GenCommands - 14:47:57.977694200 8:2:2
14:47:58.992 [commands] INFO  GenCommands - 14:47:58.992618900 10:4:3
14:48:00.004 [commands] INFO  GenCommands - 14:48:00.004540800 8:5:2
14:48:01.013 [commands] INFO  GenCommands - 14:48:01.013981300 3:8:7
14:48:02.023 [commands] INFO  GenCommands - 14:48:02.023506900 8:2:6
14:48:03.036 [commands] INFO  GenCommands - 14:48:03.036429700 5:3:8
14:48:04.051 [commands] INFO  GenCommands - 14:48:04.051126400 6:3:5
14:48:05.052 [commands] INFO  GenCommands - 14:48:05.052037600 9:3:8
14:48:06.062 [commands] INFO  GenCommands - 14:48:06.062957800 4:8:7
14:48:07.071 [commands] INFO  GenCommands - 14:48:07.071876400 5:3:2
14:48:08.082 [commands] INFO  GenCommands - 14:48:08.082796900 9:6:6
14:48:09.089 [commands] INFO  GenCommands - 14:48:09.089773900 8:7:1
14:48:10.104 [commands] INFO  GenCommands - 14:48:10.104635700 7:8:1
14:48:11.109 [commands] INFO  GenCommands - 14:48:11.109115600 2:9:8
14:48:12.110 [commands] INFO  GenCommands - 14:48:12.110323200 1:7:2
14:48:13.120 [commands] INFO  GenCommands - 14:48:13.120627200 1:8:7
14:48:14.133 [commands] INFO  GenCommands - 14:48:14.133548700 5:10:6
14:48:15.144 [commands] INFO  GenCommands - 14:48:15.144469 10:6:1
14:48:16.159 [commands] INFO  GenCommands - 14:48:16.159393200 1:7:2
14:48:17.168 [commands] INFO  GenCommands - 14:48:17.168312 9:5:2
14:48:18.182 [commands] INFO  GenCommands - 14:48:18.182742500 6:10:6
14:48:19.188 [commands] INFO  GenCommands - 14:48:19.188797900 7:4:8
14:48:20.189 [commands] INFO  GenCommands - 14:48:20.189569700 3:10:8
14:48:21.203 [commands] INFO  GenCommands - 14:48:21.203971900 5:6:2
14:48:22.218 [commands] INFO  GenCommands - 14:48:22.218895900 6:8:5
14:48:23.233 [commands] INFO  GenCommands - 14:48:23.233819900 3:2:3
14:48:24.248 [commands] INFO  GenCommands - 14:48:24.248743700 10:1:4
14:48:25.260 [commands] INFO  GenCommands - 14:48:25.260664900 9:4:1
14:48:26.270 [commands] INFO  GenCommands - 14:48:26.270812200 7:3:6
14:48:27.284 [commands] INFO  GenCommands - 14:48:27.284067600 1:8:3
14:48:28.297 [commands] INFO  GenCommands - 14:48:28.297292100 9:5:6
14:48:29.301 [commands] INFO  GenCommands - 14:48:29.301684700 2:8:8
14:48:30.316 [commands] INFO  GenCommands - 14:48:30.316608100 1:2:5
14:48:31.318 [commands] INFO  GenCommands - 14:48:31.318520400 4:10:4
14:48:32.329 [commands] INFO  GenCommands - 14:48:32.329440600 4:7:1
14:48:33.339 [commands] INFO  GenCommands - 14:48:33.339732700 1:10:4
